Anmeldedatum;Abgabedatum;JahrAkademisch;Art;Grad;Sprache;Titel;Abstract
04.10.21;29.04.22;2022;intern;Bachelor;DE;Feature Extraction aus zweidimensionalen Lidar-Daten;Zum Zweck der Umweltmodellierung verfügen autonome, mobile Roboter über Sensoren zur Umgebungswahrnehmung, darunter auch ein Lidar-Sensor. Dieser liefert eine Punktwolke, die Abstand und Richtung von Hindernissen in Relation zum Roboter darstellt. Diese Punktwolken werden von der Software-Plattform des Roboters automatisch in eine Karte integriert. Für einige Aufgaben, beispielsweise die Klassifikation von Objekten in Wände und Möbel, ist die Darstellung über Punktwolken ungeeignet, da sie auf einem viel zu niedrigen Niveau angesiedelt ist. Ziel dieser Arbeit ist es aus dieser Punktwolke höherwertige Eigenschaften, wie geometrische Formen, zu extrahieren. Bestandteil der Arbeit ist eine Recherche existierender Ansätze und die Entwicklung eines geeigneten Verfahrens für die Carbot-Plattform.
04.10.21;04.03.22;2022;extern;Bachelor;DE;Konzeption und Realisierung eines Programms zur Ermittlung von Objektabhängigkeiten innerhalb eines SAP-Software-Transportauftrags;Mit dieser Arbeit wird das Ziel verfolgt, ein Programm zu entwickeln, mit dem SAP-Softwaretransportaufträge auf Entwicklungsobjekte hin untersucht werden, die Objekte referenzieren, deren Pakete nicht Teil der im Dematic TB ausgewählten Paketstruktur sind. Durch die Ausgabe solcher referenzierten Objekte in einem Protokoll wird der Projektleitung die Möglichkeit gegeben, den auszuliefernden Projektumfang anzupassen, um Nachtransporte fehlender Objekte zu vermeiden.<br>Um das Thema dieser Arbeit umzusetzen, werden zunächst in einer Projektbesprechung mit dem Auftraggeber die der Anwendung zugrunde liegenden Anforderungen erhoben. Hierbei wird zugleich eine Einschränkung des Prüfalgorithmus auf ausgewählte Objekttypen, die bei der Dematic GmbH für einen Großteil aller Nachtransporte verantwortlich sind, vorgenommen.<br>Um den Softwareentwicklungsprozess übersichtlich und beherrschbar zu gestalten, wird, aufbauend auf den ermittelten Anforderungen, ein Vorgehensmodell zur Softwareentwicklung ausgewählt. Der Autor dieser Arbeit entscheidet sich für ein prototypisches Vorgehensmodell. <br>Nach der Festlegung auf ein Vorgehensmodell, werden Konzepte für die Umsetzung der Anwendung erarbeitet. Auf Basis der ermittelten Anforderungen werden ein Prüf- und ein Testkonzept entworfen. Ebenso wird eine Benutzerschnittstelle konzipiert.<br>Die getroffenen Designentscheidungen dienen als Grundlage für die inkrementelle Umsetzung des Programms.<br>
04.10.21;04.03.22;2022;extern;Bachelor;DE;Implementation von Dashboards auf Basis von Open Source Low-Code Frameworks;In dieser Arbeit geht es darum, ein Open Source Low-Code Framework zu finden, mit dem Dashboards zur Visualisierung von Daten erstellt werden können. Dashboards sind heute allgegenwärtig im betrieblichen Controlling erfolgreicher Unternehmen und im Zeitalter der Digitalisierung möchte auch die Ancud IT-Beratung GmbH eine gute Antwort auf die Frage ihrer Kunden haben, wie aus einer Menge von nicht-zusammenhängenden Daten in effizienter Weise aufschlussreiche Diagramme erstellt und zu nützlichen Dashboards zusammengefasst werden können. Eine Studie von Forrester Research kommt zum Ergebnis, dass Low-Code Entwicklungsplattformen die Entwicklung von Software um das 5- bis 10-fache beschleunigen können, wodurch schnell klar wird, warum dieses Thema für einen innovativen IT-Dienstleister interessant ist. Hinzu kommen juristische Bedenken von Kunden bei der Verwendung von SaaS-Produkten, welche auf Cloud-Lösungen von US-Unternehmen zurückgreifen, zu denen Open Source Software die sich sowohl On-Premise, als auch On-Demand betreiben lässt, eine vertrauenswürdige Alternative darstellt. Detailliert wird hierbei der Prozess der Evaluation, die Automatisierung des gesamten Setups, sowie der Arbeitsablauf zur Erstellung von Dashboards mit Apache Superset erläutert. Grundlage ist dabei die Fachliteratur verschiedener Experten, u.a. zu Fragen der Gestlatung von Dashboards und der dazu nötigen Integration der Applikations-Landschaft.
04.10.21;04.03.22;2022;intern;Bachelor;DE;Analyse und Bewertung von Reifegradmodellen für die Softwareentwicklung;Das Ziel der vorliegenden Arbeit ist es zu beantworten, welche Reifegradmodelle für die<br>Softwareentwicklung existieren. Mit dem Ergebnis dieser Forschungsfrage wird beleuchtet,<br>welche Unterschiede und Gemeinsamkeiten die identifizierten Reifegradmodelle besitzen und<br>welches Reifegradmodell für welchen Anwendungsfall in der Praxis geeignet ist. Um die<br>Forschungsfragen zu beantworten wurde eine systematische Literaturrecherche umgesetzt.<br>Anschlie?end wurde eine tiefere, qualitative Analyse der identifizierten Reifegradmodelle<br>durchgeführt, die sich in eine methodische Analyse und eine Inhaltsanalyse aufteilt. Mit<br>Hilfe der Literaturrecherche wurden 19 Reifegradmodelle für die Softwareentwicklung identifiziert.<br>Anhand der qualitativen Analyse konnten neun Unterschiede und Gemeinsamkeiten<br>zwischen den identifizierten Reifegradmodellen gefunden werden. Darüber hinaus wurde<br>für mehrere Anwendungf?lle in fünf verschiedenen Anwendungsbereichen geeignete Reifegradmodelle<br>für Unternehmen identifiziert. Bei der Beantwortung der Forschungsfragen hat<br>sich herausgestellt, dass für Unternehmen kein allgemeingültiges Reifegradmodell empfohlen<br>werden kann. Die Wahl des Reifegradmodells sollte von dem konkreten Anwendungsfall<br>abh?ngig gemacht werden.
04.10.21;04.03.22;2022;extern;Bachelor;DE;Konzeptionierung einer Softwarearchitektur zur Durchführung eines Sim2Real Transfers auf eine mobile Roboterplattform;Das Ziel dieser Arbeit liegt in der Erstellung eines Konzeptes einer Softwarearchitektur für<br>Systeme, mit denen Sim2Real-Transfers durchgeführt werden. Hierbei soll sichergestellt<br>werden, dass Sim2Real-Transfers mit möglichst geringem Aufwand und Fehlerpotential,<br>sowie ohne Beeinflussung der Steuerungslogik durchgeführt werden können.<br>Zunächst werden grundlegende Begrifflichkeiten und Themenbereiche dargestellt und<br>erläutert, die für das Verständnis der Thematik und der daraus resultierenden Anforderungen<br>von Nöten sind. Außerdem wird das ROS-Framework betrachtet, sowie evaluiert,<br>inwiefern dies die Konzeptionierung der Softwarearchitektur beeinflussen könnte. Im<br>Anschluss werden auf Grundlage der vorangegangenen Kapitel Anforderungen definiert,<br>die eine Softwarearchitektur zur Durchführung von Sim2Real-Transfers erfüllen muss.<br>Diese Anforderungen werden im Folgenden herangezogen, um eine allgemeine Form einer<br>Softwarearchitektur zu erstellen. Um dieses Konzept testen und bewerten zu können, wird<br>eine konkrete Softwarearchitektur von der allgemeinen Form abgeleitet und schließlich<br>ein Softwaresystem implementiert, das dieser konkreten Architektur folgt. Mithilfe dieses<br>Systems wird ein Sim2Real-Transfer auf eine mobile Roboterplattform durchgeführt,<br>sowie auf Grundlage der Ergebnisse des Transfers die Auswirkungen der konzeptionierten<br>Softwarearchitektur auf Sim2Real-Transfers evaluiert und diskutiert.
06.10.21;06.03.22;2022;intern;Bachelor;DE;Blockchain und NFTs<br>Eine Analyse von NFTs und Ethereum als zukünftige Plattform;NFTs sind ein zeitgemäßes Thema und oft wird die Blockchain Ethereum parallel erwähnt. Noch verursacht Ethereum, dessen Grundlage NFTs sind, etliche Probleme aufgrund dramatisch hoher Gebühren. Es ist weiterhin nötig die Funktionalität von Blockchains zu verstehen da diese grundlegend für NFTs sind. Das Ziel dieser Arbeit ist es NFTs und ihre Basis, die Blockchain, zu betrachten. Dazu ist folgende Frage zu stellen: Was sind NFTs und existiert bereits die notwendige Plattform für diese Technologie?<br>Nach der Betrachtung von NFTs werden Potential und Risiko erläutert. Dabei werden die massiven Skalierungsprobleme, (in Form von Gebühren) welche Ethereum durch neue Ideen, wie NFTs, erfahren hat, dargestellt. Außerdem werden zwei weitere Blockchains betrachtet: Algorand und Cardano. Diese drei Varianten werden im sogenannten Trilemma untersucht, bei dem die Skalierung eine wichtige Rolle spielt. Es werden hierbei mehrere Kriterien erfasst, beschrieben und diskutiert und im Zusammenhang mit NFTs betrachtet.<br>Die Diskussion und Auswertung des Trilemmas zeigt, dass jede der Blockchains verschiedene theoretische Ansätze verfolgt, jedoch keine der drei Varianten bisher eine praxistaugliche Lösung darstellt. NFTs benötigen prinzipiell eine Blockchain die beständig, sicher und skalierbar ist, um sowohl dauerhaft, als auch sicher zu bestehen. Ohne Skalierung können NFTs nie bei der breiten Masse Anwendung finden. Das gesamte Thema unterliegt einer dynamischen Betrachtung und Entwicklung.<br>
06.10.21;05.03.22;2022;extern;Bachelor;DE;Analyse und Überarbeitung der Benutzeroberfläche eines Pick-by-Light-Systems zur Verbesserung der Usability am Beispiel des Projekts TRILUM;Im Rahmen dieser Bachelorarbeit wird die grafische Benutzeroberfläche des Pick-by-Light-Systems TRILUM analysiert und überarbeitet. Um eine Verbesserung der Benutzerfreundlichkeit der Webseite zu erzielen, werden die Nutzer in den Entwicklungsprozess mit einbezogen.<br>Das von der Fraunhofer-Gesellschaft, am Fraunhofer-Institut für Integrierte Schaltungen entwickelte System TRILUM bildet die Basis für die zugrundeliegende Arbeit. Das Pick-by-Light-System leitet Mitarbeiter, die Material aus Regalen entnehmen müssen, per Leuchtsignal zum richtigen Entnahmefach. Es stellt Informationen für die Nutzer auf der zu überarbeitenden Desktopanwendung bereit.<br>Die Anwendung wurde zunächst analysiert, wobei in dieser Phase auch andere Pick-by-Light-Systeme betrachtet sowie Nutzungsanforderungen dokumentiert wurden. Im Anschluss wurden geeignete Methoden der Usability Evaluation ausgewählt, um nachfolgend Usability-Tests entwerfen und durchführen zu können. Auf Basis der Testevaluationen wurden Usability-Probleme identifiziert und Gestaltungslösungen für die Verbesserung der Nutzerfreundlichkeit entwickelt. Die Optimierungsvorschläge wurden anschließend priorisiert und im bestehenden System umgesetzt, sodass die Usability-Tests schließlich ein zweites Mal durchgeführt werden konnten. Die Ergebnisse der Kontrolltests zeigen, dass die Benutzerfreundlichkeit deutlich verbessert werden konnte und die Interaktion mit dem System intuitiver möglich ist.
07.10.21;07.03.22;2022;intern;Bachelor;DE;Product Analytics für digitale Produkte - Entwicklung von Handlungsempfehlungen für den Einsatz von Product Analytics im Produktentwicklungsprozess;Product Analytics ist als Disziplin ein Teilbereich von Data Analytics und beschäftigt sich mit der Analyse von Produktdaten. Produktdaten können Daten zum Nutzerverhalten und zum Nutzererlebnis sein. Die Analyse des Nutzerverhaltens ist die Betrachtung darüber, wie Nutzer Produkte auswählen, nutzen aber auch die Nutzung beenden ? bspw. durch das Schließen von Anwendungen. Die Verhaltensdaten können bspw. über die Data Mining Methoden Clustering oder Klassifikation analysiert werden. Das Nutzererlebnis lässt sich an sogenannten Kontaktpunkten (engl.: Touchpoints) messen. Diese Touchpoints stehen grundsätzlich für jede mögliche Interaktion zwischen Kunden und Unternehmen. Durch Befragungen und Feedback-Bitten in der Anwendung lässt sich das Nutzererlebnis erheben und analysieren. Im Rahmen der Bachelorarbeit wurden Handlungsempfehlungen für den Einsatz von Product Analytics im Produktentwicklungsprozess entwickelt. Hierfür wurde die Organisation und ein Entwicklungsteam analysiert und Experteninterviews durchgeführt. 
08.10.21;08.03.22;2022;intern;Bachelor;DE;Digitale Transformation mit Hilfe von Reifegradmodellen - Analyse und Bewertung;Das Ziel dieser Arbeit ist es, eine Bewertung und Analyse bestehender Reifegradmodelle durchzuführen. Hierbei wird die Forschungsfrage, welche Reifegradmodelle sich für die Steuerung der digitalen Transformation im Unternehmen eignen, anhand eines definierten Rahmens mit anschließender Auswahl zu empfehlender Reifegradmodelle beantwortet. Die Empfehlung richtet sich nach der getroffenen Stichprobe der Literatur Review. Die Anfertigung der Literatur Review wurde mithilfe von Google Scholar, Research Gate und IEEE Explore Digital Library durchgeführt. Die gefundenen Reifegradmodelle wurden anschließend durch ein Phasenkonzept ausgewählt und in einem Steckbrief im Anhang vorgestellt. Die ausgewählten Reifegradmodelle wurden mithilfe eines Klassifikationssystems verglichen und die Erkenntnisse abgeleitet. Abschließend folgt eine Bewertung aufbauend auf den Erkenntnissen und den in der Arbeit vorgestellten Grundlagen. Aus der Ableitung der Erkenntnisse geht ein Rahmen hervor, der Unternehmen bei der Auswahl der Reifegradmodelle unterstützen soll und eine weitere Bewertungsgrundlage bietet. Anhand der Bewertung wurden vier Reifegradmodelle identifiziert, die eine unternehmensabhängige Empfehlung inkludiert. Die generalisierende Empfehlung ist nicht möglich, da jedes Unternehmen andere Anforderungen besitzt. Kontextlos kann kein Reifegradmodell empfohlen werden, da jedes Modell Vor- und Nachteile aufweist und jedes Unternehmen andere Anforderungen hat. 
08.10.21;08.03.22;2022;extern;Bachelor;DE;Konzeption und Implementierung eines interaktiven <br>Dashboards zur Analyse von Jira-Projekten bei der N-ERGIE AG<br>;Um die Daten des Versorgungsunternehmens N-ERGIE AG zu verwalten, wird unter anderem SAP IS-U eingesetzt. Der interne technische Support für dieses System ist der IS-U Service, welcher Jira verwendet, um eingehende Anfragen zu verwalten. Das Ziel dieser Arbeit ist es, mithilfe von Dashboards einen Überblick über die Jira Daten des IS-U Service zu schaffen. Dafür werden Grundlagen über Dashboards erarbeitet. Weiterhin wird die Ist-Situation analysiert. Anschließend werden in Zusammenarbeit mit den Stakeholdern Ziele und Anforderungen für das Projekt festgelegt. Mit der geschaffenen Grundlage wird ein Konzept für die Dashboards erstellt. Dieses Konzept wird mit Tableau und Exasol umgesetzt und im Un-ternehmen veröffentlicht. Abschließend werden die Dashboards von Mitarbeitern im Unternehmen evaluiert.
08.10.21;22.03.22;2022;extern;Bachelor;DE;Konzeption und Implementierung von Prozessen der Medienbranche durch SAP Cloud Platform Workflow;In dieser Arbeit wurden Workflows in der in SAP Cloud Platform Workflow umgesetzt.<br>Zu Beginn wurden anhand von Anforderungen der IT2media Geschäftsprozessmodelle erstellt und die zugehörigen Oberflächen konzipiert. Danach wurden Vorbereitungen, darunter<br>das Erstellen von Rollen für Benutzer, die Auswahl der Entwicklungsumgebung, das Anbinden der Schnittstellen für die späteren Workflows und das Anlegen der Workflow Applikationen, für die Entwicklung von Workflows mit SAP Cloud Platform Workflow getroffen.<br>Nachdem die Vorbereitungen beendet waren wurden die Workflows anhand der vorher erstellten Konzepte in der Software umgesetzt. Die Oberflächen für die Workflows wurden<br>mit sogenannten Workflow Forms umgesetzt. Für die Benutzeraufgabe des ersten Workflows wurde eine SAPUI5 Applikationen programmiert. Zum Abschluss der Arbeit wurden<br>die Workflows und das Zusammenspiel mit den Oberflächen noch getestet.<br>
08.10.21;08.03.22;2022;intern;Bachelor;DE;Fusion Neuronaler Netze zur automatischen Sprecher- und Spracherkennung<br>;
11.10.21;18.02.22;2022;extern;Bachelor;DE;Entwicklung eines Standardtoolsets zur Ermittlung und Darstellung von Lagerkennzahlen aus einem SAP-System bei der Dematic GmbH;Die Dematic GmbH ist einer der internationalen Marktführer im Bereich Supply-Chain Lösungen und Intralogistik. Neben den Hardwarelösungen für die Lagerung und den Transport von Produkten innerhalb eines Lagers bietet Dematic verschiedene Softwareprodukte zur Steuerung und Überwachung der Lagersysteme an.<br>Die bislang vorhandenen Lösungen zur Ermittlung und Darstellung von Kennzahlen in den verwendeten SAP Systemen variieren von Projekt zu Projekt und müssen aufwendig angepasst werden.<br>Das Ziel dieser Bachelorarbeit ist es, ein einheitliches Standardtoolset zu konzipieren, welches die Ermittlung und Darstellung von Lagerkennzahlen aus SAP Systemen vereinfacht und sich flexibel an verschiedene Projekte anpassen lässt.<br>Dabei werden die vorteilhaften Eigenschaften der SAP HANA Datenbanktechnologie berücksichtigt, die eine Echtzeiterhebung und Analyse der Kennzahlen möglich machen. Außerdem wird durch den Einsatz des SAP Fiori Launchpads als Dashboard für die Kennzahlendarstellung sichergestellt, dass die Kennzahlen auf einer Vielzahl von Endgeräten überwacht werden können.<br>Während der Konzepterstellung wird darauf geachtet, dass durch einen modularen Aufbau und die Verwendung von standardisierten Schnittstellen sicherstellt ist, dass einzelne Module austauschbar und so sehr flexibel an Kundenwünsche anpassbar sind.<br>Das entwickelte Konzept wird anschließend anhand einer prototypischen Implementierung auf seine Realisierbarkeit hin getestet und anschließend bewertet.
11.10.21;11.06.22;2022;intern;Master;EN;Automation of the CERAD Neuropsychological Battery;
11.10.21;11.06.22;2022;intern;Master;DE;Image-Warping mittels Hierarchical Graph-Based Video-Segmentation;
11.10.21;11.03.22;2022;intern;Bachelor;DE;Zentrale, kollaborative Routenplanung für mobile Roboter;Die kollaborative Routenplanung mehrerer mobiler Roboter ist ein häufig behandeltes Thema im Fachgebiet der Robotik. Es beschäftigt sich mit der Problemstellung Roboter bzw. Entitäten auf einem Navigationsgraphen von ihrem Startknoten zu einem gegebenen Zielknotenpunkt kosteneffizient und kollisionsfrei zu bewegen. Im Bestreben algorithmischer Vollständigkeit und Optimalität wurden unterschiedliche Lösungsansätze entwickelt, wobei sich die häufigsten Ansätze der Literatur in zwei verschiedene Vorgehensweisen gliedern. Der zentrale Ansatz interpretiert die Roboter als ein großes zusammengesetztes System, berechnet dessen Routen und leidet durch seinen hochdimensionalen Konfigurationsraum an exponentieller Komplexität, findet im Austausch dafür aber häufiger vollständige Lösungen. Bei dem dezentralen Ansatz plant jeder Roboter für sich selbst eine Route zu seinem Ziel. Dieser ist zwar deutlich leistungsfähiger und weist eine bessere Skalierbarkeit auf, ist jedoch in seiner Lösung meist nicht vollständig, d. h. diese Arten von Algorithmen finden manchmal keine Lösung, selbst wenn eine existiert. Darüber hinaus sind die resultierenden Lösungen oft nicht optimal. Diese Arbeit beschäftigt sich mit dem zentralen Ansatz der kollaborativen Routenplanung, soll zunächst einen Einblick in bestehende Lösungsansätze der Literatur hierzu geben und eine prototypische Implementierung eines Verfahrens aus der Literatur zur zentralen kollaborativen Routenplanung mobiler Roboter präsentieren.
11.10.21;11.03.22;2022;intern;Bachelor;DE;Robustes Speicher- und Ressourcenmanagement in der Programmiersprache Rust;Das Ziel der Bachelorarbeit ist es, die bisherigen Probleme klassischer systemnaher Programmiersprachen beim Ressourcenmanagement und deren Auswirkungen zu analysieren. Dabei wird zunächst analysiert, welche Herangehensweisen bisher verwendet werden, um das Ressourcenmanagement für den Entwickler zu vereinfachen. Daraufhin werden die Ansätze von Rust mit den Bestehenden verglichen. Dies geschieht im Kontext der Entwicklung einer Erweiterung für den Linux-Kernel. Daraus wird schließlich geschlussfolgert, ob Rust eine sinnvolle alternative Sprache für die systemnahe Entwicklung im Linux-Kernel ist.
12.10.21;12.03.22;2022;extern;Bachelor;DE;Front-End-Testwerkzeuge für das Visual Testing von Online-Oberflächen bei DATEV eG;"Das Thema dieser Bachelorarbeit handelt es sich um die Auswahl eines passenden Front-End-Testwerkzeugs (engl.: Tools) für das Visual Testing von Online-Oberflächen der DATEV eG. Es werden unter anderem die Testwerkzeuge ""Cypress"", ""Storybook"" und ""BackstopJS"" anhand mehrerer Kriterien untersucht. Nach der Auswahl folgt der prototypische Einsatz, um zu überprüfen, ob das ausgewählte Tool visuell Testen kann. Dieser Einsatz erfolgt bei einer Online-Anwendungen der DATEV eG. Die DATEV eG steigt immer mehr auf die Onlinewelt um und hat somit einige Online-Oberflächen. Aktuell werden mit den oben genannten Tools nur funktionale Tests abgedeckt."
14.10.21;14.03.22;2022;extern;Bachelor;DE;Konzeption und prototypische Realisierung einer AR-Anwendung für die erleichterte<br>Bedienung einer Werkzeugmaschine im Produktionsumfeld;Eine Werkzeugmaschine stellt ein komplexes System dar, das für die Bedienung qualifizierte Fachkräfte voraussetzt. Durch die fortschreitende Automatisierung von Produktionsmaschinen in Fertigungsprozessen kommt es vermehrt zu größer werdenden Aufgabenbereichen von Maschinenbedienern. Dies hat zur Folge, dass sich Fachpersonal auf die Bedienung und Konfiguration von immer mehr Werkzeugmaschinen spezialisieren muss.<br><br>Im Rahmen dieser Bachelorarbeit werden eine Mixed Reality und eine Assisted Reality Anwendung in Zusammenarbeit mit dem Unternehmen SIEMENS geschaffen, die es dem Bediener einer Werkzeugmaschine ermöglichen, spezifische Parameter, die für das Rüsten der Maschine benötigt werden, direkt im Blickfeld anzuzeigen. Hierbei wird besonders untersucht, welche Art der AR-Darstellungsweise sich im Arbeitsumfeld und im Inhaltskontext am besten eignet.<br><br>Die Arbeit untergliedert sich hierbei in die Analyse und Konzeptionierungsphase, in der die unterschiedlichen Technologien hinsichtlich Ihrer Einsatzmöglichkeiten bewertet und die späteren Prototypen geplant werden. Die anschließende Implementierungsphase zeigt hierauf die Umsetzung der Prototypen auf.<br><br>Als Ergebnis der prototypischen Anwendungen lässt sich zusammenfassen, dass beide Technologieformen für den beschriebenen Anwendungsfall genutzt werden können. Hinsichtlich künftiger Weiterentwicklungsmöglichkeiten bietet die Mixed Reality Anwendung jedoch das größte Potenzial und wird dahingehend empfohlen.
14.10.21;14.03.22;2022;intern;Bachelor;DE;Untersuchung der Eignung von Code Property Graphs zur Erkennung von Input-Validation-Schwachstellen in dbus-Programmen;Diese Arbeit beschäftigt sich mit der Frage, inwieweit sich der Code Property Graph (CPG)<br>zur Erkennung von Inputvalidierungsschwachstellen von dbus-Programmen eignet. Dafür<br>wurde ein PoC entwickelt, der mittels Joern Datenpfade aus der dbus-Schnittstelle verfolgt und diese anhand konfigurierbarer Filter auf potenziell vulnerable Senken reduziert.<br>Dabei wurden Erweiterungsmöglichkeiten der Grenzen der Datenabhängigkeitsanalyse in<br>vorhandenen Funktionalitäten bei Argumentenmodifikation durch unterschiedliche Ansätze<br>untersucht. Es konnte die Funktionsweise anhand eines quellcodeoffenen Beispielprojektes<br>veranschaulicht werden. Darüber hinaus wurden die Erkenntnisse für das Auffinden einer<br>vergangenen Schwachstelle in der Bibliothek systemd angewandt. Schließlich konnte eine<br>grundsätzliche Anwendbarkeit festgestellt, aber praktische Grenzen in der Implementierung<br>der Plattform Joern und bei großen zu analysierenden Projekten ausgemacht werden.
15.10.21;14.03.22;2022;extern;Bachelor;DE;Identifikation steuerlicher Sachverhalte von Belegen mit Machine-Learning-Verfahren: Konzeption und Implementierung eines Prototyps für die DATEV eG;Bei der vorliegenden Arbeit geht es um die systematische Überprüfung, ob sich steuerliche Sachverhalte mit Machine-Learning-Unterstützung klassifizieren lassen. Dies soll auf Grundlage von Belegen untersucht werden. Für die Konzeption dieses Systems wurde sich für zwei unterschiedliche Ansätze entschieden.<br>Da für diese Prämisse nur wenig Belege zur Verfügung stehen und diese auch keine ausgeglichene Klassenverteilung haben, befasst sich ein Ansatz mit dem Ausgleich dieser Problematiken. Der zweite Ansatz handelt davon, dass ein Beleg alleine nicht ausreicht, einen Sachverhalt eindeutig zu identifizieren und dementsprechend Zusatzinformationen hinzugefügt werden. Dabei wird als Erstes auf die Konzeption der jeweiligen Komponenten eingegangen. Die systematische Beurteilung, ob eine solche Klassifikation möglicht ist, wird aus den Ergebnissen verschiedener Modelle und zwei Experteninterviews verschiedener Fachrichtungen überprüft. Bei dieser Untersuchung stellte sich heraus, dass mit den definierten Einschränkungen eine sinnvolle Klassifikation steuerlicher Sachverhalte nicht möglicht ist. Nichtsdestotrotz wurde mit diesen Ergebnissen bewiesen, dass eine Klassifikation nur mit Zusatzinformationen bewerkstelligt werden kann. Des Weiteren wurde erkannt, dass Machine-Learning es ermöglicht, Regeln der Sachverhaltszuordnung zu identifizieren. Somit können Domäneexperten Machine-Learning dafür nutzten, Regeln zu finden, welche ansonsten sich überlegt werden müssten.
15.10.21;18.02.22;2022;extern;Bachelor;DE;Integration von RFID in ein Warenwirtschaftssystem am Beispiel von LS Central;In dieser Bachelorarbeit werden die Potenziale von RFID im Einzelhandel aufgezeigt und eine Umsetzung für die RFID-Integration in ein Warenwirtschaftssystem am Beispiel von LS Central aufgezeigt. <br>Dazu wird erläutert, wie die Technologie funktioniert und eingesetzt werden kann und welchen Mehrwert Unternehmen, aber auch Kunden daraus ziehen können. Das Augenmerk liegt hier unter anderem auf dem Unterschied zum Barcode, den RFID in Verbindung mit dem EPC ersetzen könnte. Dabei werden die beiden Codes EPC und GTIN genauer erklärt und darauf eingegangen, welche Daten diese beiden enthalten. Um einen Eindruck zu gewinnen, was ein Einsatz dieser Technologie in der Praxis bewirken kann, wird der Sportartikeleinzelhändler Decathlon beispielhaft betrachtet, welcher RFID bereits flächendeckend einsetzt. <br>Für die Umsetzung der Integration wurde ein Konzept erstellt.  Zunächst wird hier ein Überblick der zur Verfügung stehenden Hard- und Software gegeben. Anschließend werden mittels EPKs, die Prozesse für die Erfassung der RFID Tags am Kassensystem modelliert. Ebenso wurden Anforderungen definiert, die von der Software erfüllt werden müssen. <br>Die auf dem entworfenen Konzept basierende Implementierung wird mit der Programmiersprache AL umgesetzt. Diese wird anhand der verwendeten Objektarten erläutert und zeigt, wie jene genutzt wurden. Dabei wird auch die Erfüllung der Anforderungen aufgezeigt. 
18.10.21;18.08.22;2022;intern;Master;DE;History-Based Active-Learning-Ansätze für überwachte Machine-Learning-Verfahren zur Textklassifikation;
18.10.21;18.03.22;2022;intern;Bachelor;DE;Warum Web Components noch nicht die Norm sind - eine Analyse von Schwachstellen und möglichen Lösungsansätzen;Obwohl die meisten Browser bereits seit mehreren Jahren den Web-Component-Standard unterstützen, wird dieser nur innerhalb der wenigsten Webseiten verwendet. Das Ziel der Arbeit ist zum einen, den aktuellen Stand von Web Components im Kontext der modernen Webentwicklung zu analysieren, und zum anderen neue Erkenntnisse im Hinblick auf die langsame Adaption des Standards zu ermitteln.<br><br>Die Schwachstellen und Limitationen werden sowohl aus Sicht der Komponentenentwickler als auch der Komponentennutzer untersucht. Hierfür wird eine benutzerdefinierte Komponente entwickelt, die anschließend in die Frontend-Frameworks React, Angular und Vue.js eingebunden wird.<br><br>Mögliche Ursachen für die langsame Adaption sind die Herausforderungen im Bereich der Developer Experience und der Codequalität. Zudem haben Web Components diverse Limitationen sowohl bei der Verwendung in Webformularen als auch bei der Browserkompatibilität der Unterspezifikation von Customized built-in Elements. Des Weiteren ist die Einbindung der Komponente aufgrund der unzureichenden Kompatibilität mit dem React-Framework nicht ohne Umstände möglich.<br><br>Der Web-Component-Standard wird zu keiner Norm, solange die Form Participation API sowie die Customized built-in Elements nicht von allen Browsern implementiert wurden und sich die Unterstützung seitens React im experimentellen Stadium befindet.<br>
19.10.21;18.03.22;2022;extern;Bachelor;DE;Konzeption und Entwicklung einer Segmentierung zustandsbehafteter Ablaufdiagramme in wiederverwendbare Bausteine in SCHEMA ST4;Ziel meiner Arbeit ist es, Anwendern des Redaktionssystems SCHEMA ST4 zu ermöglichen, ihre Workflows besser zu modularisieren. Dazu werden die Möglichkeiten analysiert, die SCHEMA ST4 bisher zur Unterteilung von Workflows in Module bietet. Zusätzlich werden Segmentierungsmöglichkeiten für Prozessgraphen in Business Process Model and Notation (BPMN), einem Standard für Prozessmodellierung, betrachtet und hinsichtlich ihrer Übertragbarkeit auf SCHEMA ST4 untersucht.<br><br>Unter Berücksichtigung der technischen Rahmenbedingungen wird ein neues Segmentierungskonzept für Workflows in SCHEMA ST4 entworfen und implementiert. Anstatt die bisherigen Modularisierungsmöglichkeiten in SCHEMA ST4 zu modifizieren, erlaubt die umgesetzte Lösung einen neuen Ansatz, um Workflows zu segmentieren. Dadurch kann die Kompatibilität von SCHEMA ST4 mit in der Vergangenheit erstellten Workflows gewährleistet werden. Die neue Möglichkeit soll vor allem durch lose Kopplung bessere Modularisierung ermöglichen.
